yahoo_symbol,Scheme Name,AMC,Plan,Option
0P0000XW6N.BO,HDFC ARBITRAGE FUND - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Growth
0P0000XW6O.BO,HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P0000AF0B.BO,HDFC ARBITRAGE FUND - Retail Growth Option,HDFC Mutual Fund,Unknown,Growth
,HDFC ARBITRAGE FUND - Retail IDCW Option,HDFC Mutual Fund,Unknown,IDCW
0P0000AF0A.BO,HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option,HDFC Mutual Fund,Unknown,IDCW
0P0000AF09.BO,HDFC ARBITRAGE FUND - Wholesale Growth Option,HDFC Mutual Fund,Unknown,Growth
0P00012M9B.BO,HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Growth
0P0000AF07.BO,HDFC ARBITRAGE FUND - Wholesale IDCW Option,HDFC Mutual Fund,Unknown,IDCW
0P00012M9C.BO,HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P00012M9D.BO,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P00012M9A.BO,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option  ,HDFC Mutual Fund,Unknown,IDCW
0P00020IKW.BO,Helios Arbitrage Fund - Direct Growth,Unknown,Direct,Growth
0P00020IKX.BO,Helios Arbitrage Fund - Direct IDCW,Unknown,Direct,IDCW
0P00020IL0.BO,Helios Arbitrage Fund - Regular Growth,Unknown,Regular,Growth
0P00020IL1.BO,Helios Arbitrage Fund - Regular IDCW,Unknown,Regular,IDCW
0P00013LDP.BO,HSBC Arbitrage Fund - Direct Growth,HSBC Mutual Fund,Direct,Growth
0P00013LDQ.BO,HSBC Arbitrage Fund - Direct Monthly IDCW,HSBC Mutual Fund,Direct,IDCW
0P00013LDR.BO,HSBC Arbitrage Fund - Direct Quarterly IDCW,HSBC Mutual Fund,Direct,IDCW
0P00013LDL.BO,HSBC Arbitrage Fund - Regular Growth,HSBC Mutual Fund,Regular,Growth
0P00013LDM.BO,HSBC Arbitrage Fund - Regular Monthly IDCW,HSBC Mutual Fund,Regular,IDCW
0P00013LDN.BO,HSBC Arbitrage Fund - Regular Quarterly IDCW,HSBC Mutual Fund,Regular,IDCW
,ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option,ICICI Prudential Mutual Fund,Unknown,Growth
,ICICI Prudential Equity Arbitrage Fund - Bonus,ICICI Prudential Mutual Fund,Unknown,Unknown
0P0000XWAM.BO,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Growth
0P0000XWAL.BO,ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,ICICI Prudential Mutual Fund,Direct,Unknown
0P00008TN2.BO,ICICI Prudential Equity Arbitrage Fund - Growth,ICICI Prudential Mutual Fund,Unknown,Growth
0P00008TN1.BO,ICICI Prudential Equity Arbitrage Fund - IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P00013TMV.BO,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,Unknown,Direct,Unknown
0P0000XVGF.BO,Invesco India Arbitrage Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0000XVGH.BO,Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P0000AF05.BO,Invesco India Arbitrage Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0000AERS.BO,Invesco India Arbitrage Fund - Regular Plan - IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
0P0001IBG8.BO,ITI Arbitrage Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001IBG9.BO,ITI Arbitrage Fund - Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001IBGB.BO,ITI Arbitrage Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001IBGC.BO,ITI Arbitrage Fund - Regular Plan - IDCW Option,Unknown,Regular,IDCW
0P0001YFXG.BO,JioBlackRock Arbitrage Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001551Z.BO,JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,Unknown,Direct,Unknown
0P00016GZ3.BO,JM Arbitrage Fund (Direct) - Annual IDCW,Unknown,Direct,IDCW
0P00013LLY.BO,JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,Unknown,Direct,Unknown
0P0000XV3S.BO,JM Arbitrage Fund (Direct) - Growth Option,Unknown,Direct,Growth
,JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,Unknown,Direct,Unknown
0P00016GZ1.BO,JM Arbitrage Fund (Direct) - Half Yearly IDCW,Unknown,Direct,IDCW
0P00016GZ2.BO,JM Arbitrage Fund (Direct) - Monthly IDCW,Unknown,Direct,IDCW
,JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,Unknown,Direct,Unknown
0P00016GZ4.BO,JM Arbitrage Fund (Direct) - Quarterly IDCW,Unknown,Direct,IDCW
0P0000XV3O.BO,JM Arbitrage Fund (Direct)- IDCW,Unknown,Direct,IDCW
,JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,Unknown,Regular,Unknown
0P00016GYX.BO,JM Arbitrage Fund (Regular) - Annual IDCW,Unknown,Regular,IDCW
0P00013MAM.BO,JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,Unknown,Regular,Unknown
0P00008TMW.BO,JM Arbitrage Fund (Regular) - Growth Option,Unknown,Regular,Growth
,JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,Unknown,Regular,Unknown
0P00016GZ0.BO,JM Arbitrage Fund (Regular) - Half Yearly IDCW,Unknown,Regular,IDCW
0P00008TGA.BO,JM Arbitrage Fund (Regular) - IDCW ,Unknown,Regular,IDCW
0P00016GYY.BO,JM Arbitrage Fund (Regular) - Monthly IDCW,Unknown,Regular,IDCW
,JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,Unknown,Regular,Unknown
0P00016GYZ.BO,JM Arbitrage Fund (Regular) - Quarterly IDCW,Unknown,Regular,IDCW
0P0000XV5T.BO,Kotak  Arbitrage Fund - Direct Plan - IDCW -Payout &  Reinvestment of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Direct,IDCW
0P0000XV5S.BO,Kotak Arbitrage Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Direct,Growth
0P00005WSQ.BO,Kotak Arbitrage Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Regular,Growth
0P00005WSP.BO,Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Regular,IDCW
0P0001FF73.BO,LIC MF Arbitrage Fund-Direct Plan-Growth,LIC Mutual Fund,Unknown,Unknown
0P0001FF74.BO,LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW,LIC Mutual Fund,Unknown,IDCW
,LIC MF Arbitrage Fund-Direct Plan-Weekly IDCW,LIC Mutual Fund,Unknown,IDCW
0P0001FF77.BO,LIC MF Arbitrage Fund-Regular Plan-Growth,LIC Mutual Fund,Unknown,Unknown
0P0001FF78.BO,LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW,LIC Mutual Fund,Unknown,IDCW
,LIC MF Arbitrage Fund-Regular Plan-Weekly IDCW,LIC Mutual Fund,Unknown,IDCW
0P0001KIOH.BO,Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW,Unknown,Direct,IDCW
0P0001KIOG.BO,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,Unknown,Direct,Growth
0P0001KIOJ.BO,Mahindra Manulife Arbitrage Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P0001KIOK.BO,Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW,Unknown,Regular,IDCW
0P0001K1X9.BO,Mirae Asset Arbitrage Fund Direct Growth,Mirae Asset Mutual Fund,Direct,Growth
0P0001K1XA.BO,Mirae Asset Arbitrage Fund Direct IDCW,Mirae Asset Mutual Fund,Direct,IDCW
0P0001K1XD.BO,Mirae Asset Arbitrage Fund Regular Growth,Mirae Asset Mutual Fund,Regular,Growth
0P0001K1XE.BO,Mirae Asset Arbitrage Fund Regular IDCW,Mirae Asset Mutual Fund,Regular,IDCW
0P0001UCTI.BO,Motilal Oswal Arbitrage Fund-Direct Plan-Growth,Motilal Oswal Mutual Fund,Unknown,Unknown
0P0001UCTJ.BO,Motilal Oswal Arbitrage Fund-Direct Plan-IDCW,Motilal Oswal Mutual Fund,Unknown,Unknown
0P0001UCTL.BO,Motilal Oswal Arbitrage Fund-Regular Plan-Growth,Motilal Oswal Mutual Fund,Unknown,Unknown
0P0001UCTM.BO,Motilal Oswal Arbitrage Fund-Regular Plan-IDCW,Motilal Oswal Mutual Fund,Unknown,Unknown
0P0000XVD6.BO,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P00012N5X.BO,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000XVD1.BO,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Growth
0P0000PYDD.BO,Nippon India Arbitrage Fund - Growth Plan - Growth Option,Nippon India Mutual Fund,Unknown,Growth
0P0000PYDE.BO,NIPPON INDIA ARBITRAGE FUND - IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P00012N5W.BO,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0001ORPI.BO,NJ Arbitrage Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001ORPF.BO,NJ Arbitrage Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001Y4W4.BO,Old Bridge Arbitrage Fund - Direct - IDCW,Unknown,Direct,IDCW
0P0001Y4W1.BO,Old Bridge Arbitrage Fund Direct Growth,Unknown,Direct,Growth
0P0001Y4W7.BO,Old Bridge Arbitrage Fund Regular Growth,Unknown,Regular,Growth
0P0001Y4W8.BO,Old Bridge Arbitrage Fund Regular IDCW,Unknown,Regular,IDCW
,PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,PGIM India Mutual Fund,Direct,IDCW
0P000142VU.BO,PGIM India Arbitrage Fund - Direct Plan - Growth,PGIM India Mutual Fund,Direct,Growth
,PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,PGIM India Mutual Fund,Direct,IDCW
0P000142VW.BO,PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,PGIM India Mutual Fund,Direct,IDCW
,PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,PGIM India Mutual Fund,Direct,IDCW
0P000142VV.BO,PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,PGIM India Mutual Fund,Regular,IDCW
,PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,PGIM India Mutual Fund,Regular,IDCW
0P000142VP.BO,PGIM India Arbitrage Fund - Regular Plan - Growth,PGIM India Mutual Fund,Regular,Growth
0P000142VR.BO,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,PGIM India Mutual Fund,Regular,IDCW
,PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,PGIM India Mutual Fund,Regular,IDCW
0P000142VQ.BO,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,PGIM India Mutual Fund,Regular,IDCW
0P0001RO8V.BO,Parag Parikh Arbitrage Fund - Direct Plan Growth,Unknown,Direct,Growth
0P0001RO8W.BO,Parag Parikh Arbitrage Fund - Regular Plan Growth,Unknown,Regular,Growth
0P0001UWKC.BO,quant Arbitrage Fund - Growth Option - Direct Plan,Quant Mutual Fund,Direct,Growth
0P0001UWKF.BO,quant Arbitrage Fund - Growth Option - Regular Plan,Quant Mutual Fund,Regular,Growth
0P0001UWKD.BO,quant Arbitrage Fund - IDCW Option - Direct Plan,Quant Mutual Fund,Direct,IDCW
0P0001UWKG.BO,quant Arbitrage Fund - IDCW Option - Regular Plan,Quant Mutual Fund,Regular,IDCW
0P0001U2S2.BO,Samco Arbitrage Fund - Direct Plan - Growth,Unknown,Direct,Growth
0P0001U2S3.BO,Samco Arbitrage Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P0000XVJE.BO,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,SBI Mutual Fund,Direct,Unknown
0P0000XVJ9.BO,SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
0P00008TOM.BO,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,SBI Mutual Fund,Regular,Unknown
0P00008TGV.BO,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
0P00017WUJ.BO,Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth,Sundaram Mutual Fund,Regular,Growth
0P00017WUI.BO,Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal,Sundaram Mutual Fund,Regular,Unknown
0P00017WUF.BO,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,Sundaram Mutual Fund,Direct,Growth
0P00017WUK.BO,Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal,Sundaram Mutual Fund,Direct,Unknown
0P0001F9YK.BO,TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,Tata Mutual Fund,Direct,IDCW
,TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option,Tata Mutual Fund,Direct,IDCW
0P0001F9YO.BO,TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,Tata Mutual Fund,Regular,IDCW
,TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option ,Tata Mutual Fund,Regular,IDCW
0P0001F9YJ.BO,Tata Arbitrage Fund-Direct Plan-Growth,Tata Mutual Fund,Unknown,Unknown
0P0001F9YN.BO,Tata Arbitrage Fund-Regular Plan-Growth,Tata Mutual Fund,Unknown,Unknown
0P0001XP74.BO,THE WEALTH COMPANY ARBITRAGE FUND DIRECT GROWTH,Unknown,Direct,Growth
0P0001XP75.BO,THE WEALTH COMPANY ARBITRAGE FUND DIRECT IDCW,Unknown,Direct,IDCW
0P0001XP77.BO,THE WEALTH COMPANY ARBITRAGE FUND REGULAR GROWTH,Unknown,Regular,Growth
0P0001XP78.BO,THE WEALTH COMPANY ARITRAGE FUND REGULAR IDCW,Unknown,Regular,IDCW
0P0001XAA8.BO,TRUSTMF ARBITRAGE FUND -DIRECT PLAN-GROWTH,Unknown,Direct,Unknown
0P0001XAA9.BO,TRUSTMF ARBITRAGE FUND -REGULAR PLAN-GROWTH,Unknown,Regular,Unknown
0P0001FK9B.BO,Union Arbitrage Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001FK9C.BO,Union Arbitrage Fund - Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001FK9F.BO,Union Arbitrage Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001FK9G.BO,Union Arbitrage Fund - Regular Plan - IDCW Option,Unknown,Regular,IDCW
0P0000XYEF.BO,UTI Arbitrage Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Growth
0P0000Y40W.BO,UTI Arbitrage Fund - Direct Plan - IDCW,UTI Mutual Fund,Direct,IDCW
0P00008U7H.BO,UTI Arbitrage Fund - Regular Plan - Growth Option,UTI Mutual Fund,Regular,Growth
0P00008TMR.BO,UTI Arbitrage Fund - Regular Plan - IDCW,UTI Mutual Fund,Regular,IDCW
0P0001TK3E.BO,WhiteOak Capital Arbitrage Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Growth
0P0001TK3F.BO,WhiteOak Capital Arbitrage Fund Regular Plan Growth,WhiteOak Capital Mutual Fund,Regular,Growth
0P0001RK59.BO,360 ONE Balanced Hybrid Fund - Direct Plan - IDCW,360 ONE Mutual Fund,Direct,IDCW
0P0001RK5B.BO,360 ONE Balanced Hybrid Fund - Regular Plan - Growth,360 ONE Mutual Fund,Regular,Growth
0P0001RK58.BO,360 ONE Balanced Hybrid Fund- Direct Plan - Growth,360 ONE Mutual Fund,Direct,Growth
0P0001RK5C.BO,360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,360 ONE Mutual Fund,Regular,IDCW
0P0001ROY1.BO,WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Growth
0P0001ROY2.BO,WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth,WhiteOak Capital Mutual Fund,Regular,Growth
0P0000XVXQ.BO,Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0000XVXP.BO,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P00005V5O.BO,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P00005V5N.BO,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0000ZJXP.BO,Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW,Axis Mutual Fund,Direct,IDCW
0P0000XVU1.BO,Axis Conservative Hybrid Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0000Z38Z.BO,Axis Conservative Hybrid Fund - Direct Plan - Half Yearly,Axis Mutual Fund,Direct,Unknown
0P0000XXT0.BO,Axis Conservative Hybrid Fund - Direct Plan - Quarterly,Axis Mutual Fund,Direct,Unknown
0P0000ON3N.BO,Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW,Axis Mutual Fund,Regular,IDCW
0P0000ON3K.BO,Axis Conservative Hybrid Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0000ON3M.BO,Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW,Axis Mutual Fund,Regular,IDCW
0P0000ON3L.BO,Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,Axis Mutual Fund,Regular,IDCW
0P0000N0BA.BO,BANDHAN Conservative Hybrid Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0000N0B9.BO,BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0000VCD1.BO,BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0000XV0U.BO,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,Bandhan Mutual Fund,Unknown,Unknown
0P0000XV0T.BO,BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Unknown,Unknown
0P0000XV0V.BO,BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P0000XVZ1.BO,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0000XVZ2.BO,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option,Unknown,Direct,IDCW
0P0000XVZ3.BO,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option,Unknown,Direct,IDCW
0P00005V3M.BO,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option,Unknown,Unknown,Unknown
0P00005V3N.BO,BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option,Unknown,Unknown,IDCW
0P00005X1E.BO,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option,Unknown,Unknown,IDCW
0P0000XW0U.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Growth
0P0000XW0V.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Direct,IDCW
0P0000XW0W.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Direct,IDCW
0P00005V7C.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Regular,Growth
0P00005V7D.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Regular,IDCW
0P0000N5I2.BO,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Regular,IDCW
0P0000XW25.BO,DSP Regular Savings Fund - Direct Plan - Growth,DSP Mutual Fund,Regular,Growth
0P0000XW26.BO,DSP Regular Savings Fund - Direct Plan - IDCW - Monthly,DSP Mutual Fund,Regular,IDCW
0P0000XW27.BO,DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly ,DSP Mutual Fund,Regular,IDCW
0P00005V9Y.BO,DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,DSP Mutual Fund,Regular,IDCW
0P00005V9Z.BO,DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly ,DSP Mutual Fund,Regular,IDCW
0P00005V9V.BO,DSP Regular Savings Fund- Regular Plan - Growth,DSP Mutual Fund,Regular,Growth
0P0000XW6B.BO,Franklin India Conservative Hybrid Fund - Direct - GROWTH,Franklin Templeton Mutual Fund,Direct,Growth
0P00005VEK.BO,Franklin India Conservative Hybrid Fund - Growth,Franklin Templeton Mutual Fund,Unknown,Growth
0P0000XW6C.BO,Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P0000XW6D.BO,Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P00005VEL.BO,Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P00005VEN.BO,Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,Franklin Templeton Mutual Fund,Direct,Growth
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan,Franklin Templeton Mutual Fund,Direct,IDCW
0P0000XW8G.BO,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Growth
0P00005WMY.BO,HDFC Hybrid Debt Fund - Growth Plan,HDFC Mutual Fund,Unknown,Growth
0P00005WMZ.BO,HDFC Hybrid Debt Fund - IDCW Monthly,HDFC Mutual Fund,Unknown,IDCW
0P0000XW8I.BO,HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P00005WN0.BO,HDFC Hybrid Debt Fund - IDCW Quarterly,HDFC Mutual Fund,Unknown,IDCW
0P0000XW8J.BO,HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P0000XY0K.BO,HSBC Conservative Hybrid Fund - Direct Growth,HSBC Mutual Fund,Direct,Growth
0P0000XW9P.BO,HSBC Conservative Hybrid Fund - Direct Monthly IDCW,HSBC Mutual Fund,Direct,IDCW
0P0000XXT6.BO,HSBC Conservative Hybrid Fund - Direct Quarterly IDCW,HSBC Mutual Fund,Direct,IDCW
0P00005V1D.BO,HSBC Conservative Hybrid Fund - Regular Growth,HSBC Mutual Fund,Regular,Growth
0P00005V1C.BO,HSBC Conservative Hybrid Fund - Regular Monthly IDCW,HSBC Mutual Fund,Regular,IDCW
0P00005V1E.BO,HSBC Conservative Hybrid Fund - Regular Quarterly IDCW,HSBC Mutual Fund,Regular,IDCW
,ICICI Prudential Regular Savings Fund - Direct Plan - Bonus,ICICI Prudential Mutual Fund,Regular,Unknown
0P0000XUYI.BO,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Regular,Growth
0P0000XUYH.BO,ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW,ICICI Prudential Mutual Fund,Regular,IDCW
0P0000XUYK.BO,ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW,ICICI Prudential Mutual Fund,Regular,IDCW
0P0000XUYJ.BO,ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW,ICICI Prudential Mutual Fund,Regular,IDCW
,ICICI Prudential Regular Savings Fund - Plan - Bonus,ICICI Prudential Mutual Fund,Regular,Unknown
0P00005UMY.BO,ICICI Prudential Regular Savings Fund - Plan - Growth,ICICI Prudential Mutual Fund,Regular,Growth
0P0000P3MA.BO,ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,ICICI Prudential Mutual Fund,Regular,IDCW
